ACCESSION,GENE,TOTAL_INTENSITY_1,NORM_INTENSITY_1,TOTAL_INTENSITY_2,NORM_INTENSITY_2,PVALUE_1,QVALUE_1,NORM_PVALUE_1,NORM_QVALUE_1,AVERAGE_INTENSITY_1,AVERAGE_INTENSITY_2,NORM_AVERAGE_INTENSITY_1,NORM_AVERAGE_INTENSITY_2,RATIO_2_1,NORM_RATIO_2_1,DESCRIPTION,log2(norm_ratio)
F5GZ78,PXN,"10520,14974,19565,","14215.0,15889.0,14337.0,","14975,18690,20119,","13844.0,21669.0,19938.0,",0.4030109466522638,0.9996235326,0.2592586799355003,0.9166987877,15019.666666666666,17928.0,14813.666666666666,18483.666666666668,1.1936350118733217,1.2477442001755137,Paxillin OS=Homo sapiens GN=PXN PE=1 SV=1,0.3193221978506484
F5GZS6,SLC3A2,"767631,983251,1353570,","1037289.0,1043444.0,991922.0,","989189,1010918,1046957,","914608.0,1172099.0,1037539.0,",0.9213951427139512,0.9996235326,0.8405968404242048,0.9810175567,1034817.3333333334,1015688.0,1024218.3333333334,1041415.3333333334,0.9815142898005832,1.016790365335516,4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2 PE=1 SV=1,0.024022265167816522
F5H006,LRMP,"8646,7433,24524,","11683.0,7888.0,17971.0,","15135,9770,12353,","13993.0,11327.0,12241.0,",0.8612416879800051,0.9996235326,0.9985070612206872,0.9988642833,13534.333333333334,12419.333333333334,12514.0,12520.333333333334,0.9176169248577692,1.0005060998348516,Lymphoid-restricted membrane protein OS=Homo sapiens GN=LRMP PE=1 SV=1,0.000729963020430043
F5H013,SNRPG,"33456,46908,33695,","45209.0,49779.0,24691.0,","34720,26227,30986,","32102.0,30408.0,30707.0,",0.2390784638705048,0.9996235326,0.37124629215351,0.9166987877,38019.66666666666,30644.33333333333,39893.0,31072.33333333333,0.8060126776492867,0.7788918690831307,Small nuclear ribonucleoprotein G OS=Homo sapiens GN=SNRPG PE=1 SV=1,-0.36050503715947335
F5H039,GPHN,"12344,12705,12075,","16680.0,13482.0,8848.0,","8355,10478,10906,","7724.0,12148.0,10807.0,",0.082274039170313,0.9996235326,0.3632317766223102,0.9166987877,12374.666666666666,9913.0,13003.333333333334,10226.333333333334,0.8010720827497038,0.786439374519354,Gephyrin OS=Homo sapiens GN=GPHN PE=1 SV=1,-0.3465925402463152
F5H070,KDM3A,"10413,12394,13107,","14070.0,13152.0,9605.0,","8929,12462,10543,","8255.0,14449.0,10447.0,",0.3683490271816622,0.9996235326,0.6197119231391612,0.9414238802,11971.333333333334,10644.666666666666,12275.666666666666,11050.333333333334,0.8891797070780196,0.9001819317348685,Lysine-specific demethylase 3A OS=Homo sapiens GN=KDM3A PE=1 SV=2,-0.1517114873490864
F5H0N7,CLIP1,"168962,205625,236891,","228313.0,218210.0,173596.0,","179829,177824,185672,","166268.0,206174.0,183999.0,",0.3665669639817068,0.9996235326,0.3636698387693895,0.9166987877,203826.0,181108.3333333333,206706.3333333333,185480.3333333333,0.8885438233264321,0.8973132576166832,CAP-Gly domain-containing linker protein 1 OS=Homo sapiens GN=CLIP1 PE=1 SV=1,-0.15631636803241628
F5H0Q0,DUS1L,"3685,3257,3202,","4979.0,3456.0,2346.0,","3228,3677,5119,","2984.0,4263.0,5072.0,",0.3877210624519023,0.9996235326,0.6283586612005594,0.9432028591,3381.333333333333,4008.0,3593.6666666666665,4106.333333333333,1.1853312302839116,1.142658380484185,tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like (Fragment) OS=Homo sapiens GN=DUS1L PE=1 SV=2,0.19239414681760061
F5H0U5,GLTP,"23781,33270,43215,","32135.0,35307.0,31669.0,","31442,26208,28843,","29071.0,30386.0,28583.0,",0.5030527738693724,0.9996235326,0.0655322032830221,0.9166987877,33422.0,28831.0,33037.0,29346.666666666668,0.8626353898629645,0.8882969599741705,Glycolipid transfer protein OS=Homo sapiens GN=GLTP PE=1 SV=1,-0.170886040989131
F5H1D6,POLE,"1986,0,4049,","2683.0,0.0,2967.0,","1821,2105,2017,","1683.0,2440.0,1998.0,",0.981478259135528,0.9996235326,0.8850427973478191,0.9816750493,2011.6666666666667,1981.0,1883.3333333333333,2040.3333333333333,0.9847555923777962,1.083362831858407,DNA polymerase OS=Homo sapiens GN=POLE PE=1 SV=1,0.11551650061665143
F5H1J3,KLHL1,"2012,1773,3863,","2718.0,1881.0,2830.0,","1382,2667,2437,","1277.0,3092.0,2415.0,",0.6468220898396189,0.9996235326,0.7460436066782206,0.9698019116,2549.333333333333,2162.0,2476.333333333333,2261.333333333333,0.8480648535564853,0.9131780858796608,Kelch-like protein 1 OS=Homo sapiens GN=KLHL1 PE=4 SV=2,-0.13103185618773863
F5H1Y0,RAD51AP1,"5605,4504,9282,","7574.0,4779.0,6802.0,","8642,6298,6181,","7990.0,7302.0,6125.0,",0.7492467083352828,0.9996235326,0.4972749495381704,0.9229515814,6463.666666666667,7040.333333333333,6385.0,7139.0,1.089216646898045,1.1180892717306186,RAD51-associated protein 1 OS=Homo sapiens GN=RAD51AP1 PE=1 SV=1,0.1610353820463495
F5H284,PPIAL4D,"11670304,13644255,21131372,","1.5770049E7,1.4479642E7,1.5485579E7,","18159241,15226713,16879585,","1.6790208E7,1.7654575E7,1.6727876E7,",0.7074676306657055,0.9996235326,0.0238381648192267,0.9166987877,15481977.0,16755179.666666666,15245090.0,17057553.0,1.0822377314387346,1.1188883109250256,Peptidyl-prolyl cis-trans isomerase A-like 4D OS=Homo sapiens GN=PPIAL4D PE=3 SV=1,0.1620660315631009
F5H2A4,HMGA2,"13287,17647,23202,","17952.0,18725.0,17001.0,","11697,14148,18617,","10813.0,16401.0,18447.0,",0.4158835682293746,0.9996235326,0.3620836365337019,0.9166987877,18045.33333333333,14820.666666666666,17892.666666666668,15220.333333333334,0.821301906310034,0.8506464473341033,High mobility group protein HMGI-C OS=Homo sapiens GN=HMGA2 PE=1 SV=1,-0.23336846316715523
F5H2D1,TENM2,"0,1093,0,","0.0,1159.0,0.0,","0,1085,0,","0.0,1258.0,0.0,",0.9961041558216894,0.9996235326,0.9566398218862652,0.9924958833,364.3333333333333,361.6666666666667,386.3333333333333,419.3333333333333,0.9926806953339434,1.08541846419327,Teneurin-2 OS=Homo sapiens GN=TENM2 PE=1 SV=2,0.11825135587281739
F5H2F2,BCAT1,"46337,59842,74555,","62612.0,63503.0,54633.0,","59497,63417,67299,","55009.0,73526.0,66692.0,",0.7402309892009047,0.9996235326,0.4862062994248465,0.9229515814,60244.66666666666,63404.333333333336,60249.333333333336,65075.66666666666,1.0524472429094691,1.080106003939186,"Branched-chain-amino-acid aminotransferase, cytosolic (Fragment) OS=Homo sapiens GN=BCAT1 PE=1 SV=1",0.11117290854858262
F5H2Q3,C12orf66,"3142,3036,5149,","4245.0,3221.0,3773.0,","3338,3105,2409,","3086.0,3600.0,2387.0,",0.356961516858198,0.9996235326,0.1932471803821401,0.9166987877,3775.6666666666665,2950.6666666666665,3746.3333333333335,3024.333333333333,0.7814955416262028,0.8072782276003203,UPF0536 protein C12orf66 OS=Homo sapiens GN=C12orf66 PE=1 SV=2,-0.3088621123376601
F5H2T0,IKBKAP,"1515,1037,2515,","2047.0,1100.0,1843.0,","1052,1061,1338,","972.0,1230.0,1325.0,",0.3410797315799507,0.9996235326,0.2262777208214325,0.9166987877,1689.0,1150.3333333333333,1663.3333333333333,1175.6666666666667,0.6810736135780541,0.7068136272545091,Elongator complex protein 1 OS=Homo sapiens GN=IKBKAP PE=1 SV=1,-0.5005982397983709
F5H2U7,NECAP1,"8997,9754,15229,","12157.0,10351.0,11160.0,","10227,11014,10124,","9455.0,12770.0,10033.0,",0.701738822905888,0.9996235326,0.7099240984589407,0.9607177986,11326.666666666666,10455.0,11222.666666666666,10752.666666666666,0.9230429664508536,0.9581204704764168,Adaptin ear-binding coat-associated protein 1 (Fragment) OS=Homo sapiens GN=NECAP1 PE=1 SV=7,-0.06172102845427206
F5H2X1,USP7,"32320,42848,59610,","43673.0,45470.0,43682.0,","49550,41685,47559,","45814.0,48331.0,47130.0,",0.8845485613266074,0.9996235326,0.0421223202260136,0.9166987877,44926.0,46264.66666666666,44275.0,47091.66666666666,1.0297971479024766,1.0636175418784113,Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens GN=USP7 PE=1 SV=1,0.08897947637769558
F5H2X5,VPS33A,"9847,13226,14629,","13306.0,14035.0,10720.0,","11247,11481,10418,","10399.0,13311.0,10324.0,",0.3974115597415467,0.9996235326,0.3940057800337246,0.9166987877,12567.333333333334,11048.666666666666,12687.0,11344.666666666666,0.8791576043711208,0.8941961587977194,Vacuolar protein sorting-associated protein 33A (Fragment) OS=Homo sapiens GN=VPS33A PE=3 SV=1,-0.16133674638478118
F5H2X7,CIZ1,"1042,1069,2345,","1408.0,1134.0,1718.0,","703,0,0,","650.0,0.0,0.0,",0.0810998702149329,0.9996235326,0.0134864504206287,0.9166987877,1485.3333333333333,234.33333333333331,1420.0,216.66666666666663,0.1577648114901257,0.1525821596244131,Cip1-interacting zinc finger protein OS=Homo sapiens GN=CIZ1 PE=1 SV=2,-2.7123418071973844
F5H365,SEC23A,"47711,56436,70896,","64471.0,59891.0,51953.0,","62629,59775,69422,","57905.0,69305.0,68797.0,",0.5071694925400205,0.9996235326,0.2766218039396311,0.9166987877,58347.66666666666,63942.0,58771.66666666666,65335.66666666666,1.095879298229578,1.1116864702379263,Protein transport protein Sec23A OS=Homo sapiens GN=SEC23A PE=1 SV=1,0.15274996107212474
F5H452,TFDP1,"1494,0,1442,","2018.0,0.0,1056.0,","0,1305,0,","0.0,1513.0,0.0,",0.4537312782866691,0.9996235326,0.5373099950674822,0.9229515814,978.6666666666666,435.0,1024.6666666666667,504.3333333333333,0.4444822888283379,0.4921925829538061,Transcription factor Dp-1 OS=Homo sapiens GN=TFDP1 PE=1 SV=2,-1.0227051774740343
F5H4E5,KIAA2026,"22403,24423,34558,","30273.0,25918.0,25324.0,","25196,18629,26595,","23296.0,21599.0,26355.0,",0.468298420311357,0.9996235326,0.1779513052260693,0.9166987877,27128.0,23473.33333333333,27171.666666666668,23750.0,0.8652806448441954,0.8740722566398822,Uncharacterized protein KIAA2026 (Fragment) OS=Homo sapiens GN=KIAA2026 PE=1 SV=1,-0.19417554744164156
F5H4N4,PXMP2,"0,957,6059,","0.0,1015.0,4439.0,","3802,1946,3055,","3514.0,2256.0,3026.0,",0.785883648289075,0.9996235326,0.4979302085672512,0.9229515814,2338.6666666666665,2934.333333333333,1818.0,2932.0,1.2547035347776512,1.6127612761276129,Peroxisomal membrane protein 2 OS=Homo sapiens GN=PXMP2 PE=1 SV=1,0.6895329039397049
F5H4V9,PDCD2,"36012,54673,57382,","48661.0,58019.0,42049.0,","52806,40964,40405,","48824.0,47494.0,40041.0,",0.593025000051304,0.9996235326,0.4953030660449816,0.9229515814,49355.66666666666,44725.0,49576.333333333336,45453.0,0.906177608785212,0.9168285942889416,Programmed cell death protein 2 OS=Homo sapiens GN=PDCD2 PE=1 SV=1,-0.12527605494225552
F5H4Z7,MMAB,"66124,78712,108609,","89350.0,83529.0,79589.0,","89701,66495,66719,","82935.0,77094.0,66117.0,",0.5358880773588891,0.9996235326,0.215150772896897,0.9166987877,84481.66666666667,74305.0,84156.0,75382.0,0.8795399396318727,0.8957412424544893,"Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial OS=Homo sapiens GN=MMAB PE=1 SV=1",-0.15884606142398972
F5H578,PRPF40A,"104543,112323,165195,","141266.0,119197.0,121056.0,","119630,95039,99440,","110607.0,110190.0,98544.0,",0.3604081961914187,0.9996235326,0.0795427186056884,0.9166987877,127353.66666666669,104703.0,127173.0,106447.0,0.8221435844014437,0.8370251547105124,Pre-mRNA-processing factor 40 homolog A (Fragment) OS=Homo sapiens GN=PRPF40A PE=1 SV=1,-0.25665711484675613
F5H5B4,STK4,"2259,3051,4609,","3052.0,3237.0,3377.0,","3029,2741,3395,","2800.0,3178.0,3364.0,",0.7551012302023683,0.9996235326,0.6089498168592498,0.9397920803,3306.333333333333,3055.0,3222.0,3114.0,0.9239842726081258,0.9664804469273744,Serine/threonine-protein kinase 4 OS=Homo sapiens GN=STK4 PE=1 SV=1,-0.04918754962753157
F5H5D3,TUBA1C,"18937259,26199210,30845091,","2.5589849E7,2.7803278E7,2.2604006E7,","21627150,22102919,21819745,","1.9996645E7,2.5627149E7,2.1623613E7,",0.4213150929165741,0.9996235326,0.2655437345269158,0.9166987877,25327186.666666668,21849938.0,25332377.666666668,22415802.33333333,0.8627068725622374,0.8848676831006242,Tubulin alpha-1C chain OS=Homo sapiens GN=TUBA1C PE=1 SV=1,-0.17646635404905867
F5H5I6,GRSF1,"486942,612130,848325,","657998.0,649604.0,621668.0,","677699,530739,643135,","626602.0,615358.0,637348.0,",0.8009956116535357,0.9996235326,0.2753663157223607,0.9166987877,649132.3333333334,617191.0,643090.0,626436.0,0.9507938032152664,0.974103158189367,G-rich sequence factor 1 OS=Homo sapiens GN=GRSF1 PE=1 SV=2,-0.0378535320996922
F5H619,HEATR5A,"117054,155952,206564,","158174.0,165500.0,151375.0,","183473,151464,184415,","169641.0,175614.0,182757.0,",0.6725833536710627,0.9996235326,0.034095758473919,0.9166987877,159856.66666666666,173117.33333333334,158349.66666666666,176004.0,1.0829534791584128,1.1114895516041503,HEAT repeat-containing protein 5A OS=Homo sapiens GN=HEATR5A PE=1 SV=1,0.15249438658377196
F5H669,CPSF7,"217256,279252,335283,","293575.0,296346.0,245700.0,","293845,236427,298979,","271688.0,274119.0,296287.0,",0.98417130876894,0.9996235326,0.9134910622397762,0.9871889518,277263.6666666667,276417.0,278540.3333333333,280698.0,0.9969463483014362,1.007746334761812,Cleavage and polyadenylation-specificity factor subunit 7 (Fragment) OS=Homo sapiens GN=CPSF7 PE=1 SV=1,0.011132536023948151
F5H6E2,MYO1C,"285481,332965,400502,","385769.0,353350.0,293496.0,","438091,564125,545668,","405061.0,654072.0,540762.0,",0.0278961600321884,0.9996235326,0.1058100713909248,0.9166987877,339649.3333333333,515961.3333333333,344205.0,533298.3333333334,1.5191000914668855,1.549362540733962,Unconventional myosin-Ic OS=Homo sapiens GN=MYO1C PE=1 SV=1,0.6316747648639304
F5H702,MRPL48,"29058,39036,49657,","39265.0,41425.0,36389.0,","37492,36901,39647,","34665.0,42784.0,39290.0,",0.8552332271210397,0.9996235326,0.9696560896383049,0.9939354793,39250.333333333336,38013.333333333336,39026.333333333336,38913.0,0.9684843440820036,0.9970959779294322,"39S ribosomal protein L48, mitochondrial OS=Homo sapiens GN=MRPL48 PE=1 SV=1",-0.004195713414967056
F5H7D6,TLE3,"25878,34800,50018,","34967.0,36927.0,36651.0,","36077,29625,38174,","33353.0,34346.0,37827.0,",0.7850820506849853,0.9996235326,0.5508569246163039,0.9277435658,36898.66666666666,34625.333333333336,36181.66666666666,35175.333333333336,0.9383898243838984,0.9721866506978674,Transducin-like enhancer protein 3 OS=Homo sapiens GN=TLE3 PE=1 SV=1,-0.04069477057799393
F5H7P7,PPWD1,"13058,13711,15362,","17644.0,14550.0,11256.0,","14976,13204,14492,","13846.0,15308.0,14361.0,",0.8458087839878158,0.9996235326,0.9918182173003254,0.9972667082,14043.666666666666,14224.0,14483.333333333334,14505.0,1.0128409009992645,1.0014959723820482,Peptidylprolyl isomerase domain and WD repeat-containing protein 1 OS=Homo sapiens GN=PPWD1 PE=1 SV=1,0.0021566192173908933
F5H858,PHACTR2,"2896,3257,8145,","3912.0,3456.0,5968.0,","5485,3747,4960,","5070.0,4344.0,4915.0,",0.985625730297364,0.9996235326,0.715333115172799,0.9607177986,4766.0,4730.666666666667,4445.333333333333,4776.333333333333,0.9925863757168836,1.0744601079784044,Phosphatase and actin regulator (Fragment) OS=Homo sapiens GN=PHACTR2 PE=1 SV=1,0.10361192009459806
F5H8D7,XRCC1,"354873,444943,586738,","479536.0,472183.0,429972.0,","534578,402441,478064,","494273.0,466607.0,473765.0,",0.9098183046614948,0.9996235326,0.3866687799570625,0.9166987877,462184.6666666667,471694.3333333333,460563.6666666667,478215.0,1.020575469833847,1.0383255011431645,DNA repair protein XRCC1 OS=Homo sapiens GN=XRCC1 PE=1 SV=2,0.05425878018025682
F5H8F7,ASH2L,"89191,90949,147781,","120522.0,96516.0,108295.0,","112618,95517,102187,","104126.0,110746.0,101267.0,",0.7927709696516281,0.9996235326,0.7128656983616279,0.9607177986,109307.0,103440.66666666669,108444.33333333331,105379.66666666669,0.9463315859612528,0.9717397251431612,Set1/Ash2 histone methyltransferase complex subunit ASH2 OS=Homo sapiens GN=ASH2L PE=1 SV=1,-0.04135814682597833
F6QDS0,hCG_2043426,"450615,533045,837666,","608911.0,565675.0,613858.0,","857301,525970,704916,","792666.0,609830.0,698577.0,",0.5904261699780962,0.9996235326,0.1799070622560288,0.9166987877,607108.6666666666,696062.3333333334,596148.0,700357.6666666666,1.14652017266541,1.1748050260449865,"HCG2043426, isoform CRA_b OS=Homo sapiens GN=hCG_2043426 PE=1 SV=1",0.23242134291931274
F6R0L0,SIMC1,"2815,2819,2947,","3803.0,2991.0,2159.0,","2989,2627,1523,","2763.0,3045.0,1509.0,",0.3894700934618335,0.9996235326,0.4609872603010827,0.921369571,2860.333333333333,2379.6666666666665,2984.333333333333,2439.0,0.8319543176785922,0.8172679548754607,SUMO-interacting motif-containing protein 1 OS=Homo sapiens GN=SIMC1 PE=1 SV=1,-0.2911189274219011
F6S314,POLR2J,"43778,44405,73830,","59156.0,47121.0,54102.0,","67478,55776,60662,","62389.0,64667.0,60115.0,",0.5459573319299673,0.9996235326,0.1112213599601553,0.9166987877,54004.333333333336,61305.333333333336,53459.66666666666,62390.333333333336,1.1351928548943604,1.1670542901502068,DNA-directed RNA polymerase II subunit RPB11-a OS=Homo sapiens GN=POLR2J PE=4 SV=1,0.22287167527719398
F6S7C4,SUPT20H,"9053,6522,12125,","12233.0,6921.0,8885.0,","8218,6339,7399,","7598.0,7349.0,7332.0,",0.3604170562422942,0.9996235326,0.3411997012227832,0.9166987877,9233.333333333334,7318.666666666667,9346.333333333334,7426.333333333333,0.7926353790613718,0.79457184635686,Transcription factor SPT20 homolog OS=Homo sapiens GN=SUPT20H PE=1 SV=1,-0.3317504188045611
F6T1Q0,PDE12,"250468,347205,439331,","338454.0,368459.0,321948.0,","377246,292378,382435,","348801.0,338993.0,378993.0,",0.94034865832529,0.9996235326,0.5254614663366772,0.9229515814,345668.0,350686.3333333333,342953.6666666667,355595.6666666667,1.014517783923688,1.0368621222886278,"2',5'-phosphodiesterase 12 OS=Homo sapiens GN=PDE12 PE=1 SV=1",0.052224063181662915
F6TLX2,GLOD4,"740742,890239,1325647,","1000954.0,944735.0,971458.0,","1038490,914640,1036685,","960187.0,1060467.0,1027358.0,",0.9561323633742576,0.9996235326,0.2829388015453141,0.9166987877,985542.6666666666,996605.0,972382.3333333334,1016004.0,1.0112246112801475,1.0448606120980533,Glyoxalase domain-containing protein 4 OS=Homo sapiens GN=GLOD4 PE=1 SV=1,0.06331049479647004
F6TR53,HS1BP3,"2505,3720,9507,","3385.0,3947.0,6966.0,","3849,3884,5155,","3558.0,4503.0,5108.0,",0.7060949982562863,0.9996235326,0.7769040568368486,0.9731644247,5244.0,4296.0,4766.0,4389.666666666667,0.8192219679633868,0.9210379073996364,HCLS1-binding protein 3 OS=Homo sapiens GN=HS1BP3 PE=1 SV=1,-0.11866755996919665
F6TT59,ABCA4,"185320,301093,261518,","250422.0,319528.0,191646.0,","206656,181521,212910,","191076.0,210464.0,210996.0,",0.2839150688109872,0.9996235326,0.3099655040892604,0.9166987877,249310.3333333333,200362.3333333333,253865.3333333333,204178.66666666663,0.8036663809896902,0.804279434240726,Retinal-specific ATP-binding cassette transporter OS=Homo sapiens GN=ABCA4 PE=1 SV=1,-0.31423126468565754
F6VRR5,POLDIP3,"7684918,7158717,8538765,","1.0384578E7,7596997.0,6257382.0,","6457514,5445150,5618899,","5970646.0,6313331.0,5568363.0,",0.0206655060891986,0.9996235326,0.2193458518028145,0.9166987877,7794133.333333333,5840521.0,8079652.333333333,5950780.0,0.7493483560284658,0.7365143640462748,Polymerase delta-interacting protein 3 OS=Homo sapiens GN=POLDIP3 PE=1 SV=1,-0.4412144328492528
F6WQW2,RANBP1,"8312333,10373851,12675868,","1.1232423E7,1.1008993E7,9289168.0,","12063585,9359833,11317339,","1.1154093E7,1.0852221E7,1.1215612E7,",0.776567185184551,0.9996235326,0.4564993817538846,0.921369571,10454017.333333334,10913585.666666666,10510194.666666666,11073975.333333334,1.0439609308727629,1.0536413153654245,Ran-specific GTPase-activating protein OS=Homo sapiens GN=RANBP1 PE=1 SV=1,0.07538382274974792
F6X0R3,C9orf85,"1271,1982,1545,","1717.0,2103.0,1132.0,","1171,0,2284,","1082.0,0.0,2263.0,",0.573890842287376,0.9996235326,0.5114803574233061,0.9229515814,1599.3333333333333,1151.6666666666667,1650.6666666666667,1115.0,0.7200917048770322,0.6754846526655897,Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1,-0.5660051036854414
F8SNU7,ILKAP3,"1670,2213,1289,","2256.0,2348.0,944.0,","1378,2812,2522,","1274.0,3260.0,2499.0,",0.3845892560985757,0.9996235326,0.539552631079544,0.9229515814,1724.0,2237.333333333333,1849.3333333333333,2344.333333333333,1.2977571539056458,1.2676640230713772,Integrin-linked kinase associated phosphatase OS=Homo sapiens GN=ILKAP3 PE=1 SV=1,0.3421724296443048
F8VNP7,RPH3A,"6598,7607,9464,","8915.0,8072.0,6935.0,","9083,7581,5598,","8398.0,8789.0,5547.0,",0.7394913480951502,0.9996235326,0.7567014204906529,0.9701092336,7889.666666666667,7420.666666666667,7974.0,7578.0,0.9405551565338628,0.9503386004514672,Rabphilin-3A (Fragment) OS=Homo sapiens GN=RPH3A PE=1 SV=7,-0.07348646548862228
F8VNZ6,RNF41,"5496,2411,8018,","7426.0,2558.0,5875.0,","2360,2693,4278,","2181.0,3121.0,4239.0,",0.3074943761596888,0.9996235326,0.2787225844288442,0.9166987877,5308.333333333333,3110.333333333333,5286.333333333333,3180.333333333333,0.585934065934066,0.6016142253609938,E3 ubiquitin-protein ligase NRDP1 (Fragment) OS=Homo sapiens GN=RNF41 PE=1 SV=1,-0.7330894144823107
F8VP97,CNOT2,"13082,15345,23355,","17676.0,16283.0,17114.0,","14887,12552,19487,","13763.0,14552.0,19311.0,",0.6895611819748757,0.9996235326,0.5789184433032267,0.932294005,17260.666666666668,15642.0,17024.333333333332,15875.333333333334,0.9062222393882045,0.9325083703718208,CCR4-NOT transcription complex subunit 2 (Fragment) OS=Homo sapiens GN=CNOT2 PE=1 SV=1,-0.10081141955732252
F8VPD4,CAD,"404079,547179,672434,","546016.0,580669.0,492763.0,","571189,468737,588812,","528113.0,543463.0,583505.0,",0.9856844096937528,0.9996235326,0.7193809230972468,0.961116858,541230.6666666666,542912.6666666666,539816.0,551693.6666666666,1.0031077322546391,1.0220031763909676,CAD protein OS=Homo sapiens GN=CAD PE=1 SV=1,0.031399680185882205
F8VQF2,TMCC3,"1364,0,3043,","1843.0,0.0,2229.0,","0,2055,0,","0.0,2382.0,0.0,",0.5229903207156777,0.9996235326,0.6207468982822243,0.9414238802,1469.0,685.0,1357.3333333333333,794.0,0.4663036078965282,0.5849705304518664,Transmembrane and coiled-coil domains protein 3 (Fragment) OS=Homo sapiens GN=TMCC3 PE=1 SV=1,-0.7735641482115813
F8VQQ3,C12orf10,"78627,86805,109720,","106247.0,92117.0,80403.0,","106170,77917,101458,","98163.0,90338.0,100545.0,",0.7995811838534171,0.9996235326,0.7035100434450725,0.9583714137,91717.33333333331,95181.66666666669,92922.33333333331,96348.66666666669,1.037771849741234,1.0368730875605794,"UPF0160 protein MYG1, mitochondrial OS=Homo sapiens GN=C12orf10 PE=1 SV=1",0.052239320234146285
F8VQQ4,TUBA1A,"6783836,9842414,10890268,","9166966.0,1.0445021E7,7980638.0,","8198387,8198984,8656483,","7580292.0,9506280.0,8578669.0,",0.5746321226140763,0.9996235326,0.518274847928031,0.9229515814,9172172.666666666,8351284.666666667,9197541.666666666,8555080.333333334,0.910502338995072,0.930148581369116,Tubulin alpha-1A chain (Fragment) OS=Homo sapiens GN=TUBA1A PE=1 SV=1,-0.10446690502926986
F8VR77,PA2G4,"921276,1247216,1507435,","1244911.0,1323571.0,1104679.0,","1553333,1080510,1365408,","1436217.0,1252787.0,1353128.0,",0.6484060919829218,0.9996235326,0.2154800138355772,0.9166987877,1225309.0,1333083.6666666667,1224387.0,1347377.3333333333,1.0879571329898554,1.1004505383782524,Proliferation-associated protein 2G4 OS=Homo sapiens GN=PA2G4 PE=1 SV=1,0.1380943023034913
F8VRV5,DYNLL1,"0,1064,1442,","0.0,1129.0,1056.0,","1130,1359,0,","1044.0,1575.0,0.0,",0.9929445919414462,0.9996235326,0.8187351253114971,0.9766334964,835.3333333333334,829.6666666666666,728.3333333333334,873.0,0.993216280925778,1.1986270022883294,"Dynein light chain 1, cytoplasmic OS=Homo sapiens GN=DYNLL1 PE=1 SV=1",0.26138277996263537
F8VS81,TWF1,"12125,17002,30955,","16383.0,18041.0,22683.0,","23482,17075,22875,","21710.0,19796.0,22668.0,",0.8663359459550487,0.9996235326,0.3430609924078827,0.9166987877,20027.33333333333,21144.0,19035.666666666668,21391.33333333333,1.05575713191971,1.1237501532211462,Twinfilin-1 (Fragment) OS=Homo sapiens GN=TWF1 PE=1 SV=1,0.16832131244839696
F8VSE7,E2F7,"1501,2083,3116,","2028.0,2210.0,2283.0,","1202,968,2050,","1111.0,1122.0,2031.0,",0.2322945532754899,0.9996235326,0.1250694424078978,0.9166987877,2233.333333333333,1406.6666666666667,2173.6666666666665,1421.3333333333333,0.6298507462686567,0.6538874405765986,Transcription factor E2F7 (Fragment) OS=Homo sapiens GN=E2F7 PE=1 SV=1,-0.6128857816378036
F8VTQ5,HNRNPA1,"2714825,3526537,4126015,","3668520.0,3742436.0,3023623.0,","3247772,2838935,3285787,","3002901.0,3291578.0,3256232.0,",0.5100944191336345,0.9996235326,0.3276964089222438,0.9166987877,3455792.333333333,3124164.6666666665,3478193.0,3183570.333333333,0.904037154238724,0.9152943305139576,Heterogeneous nuclear ribonucleoprotein A1 (Fragment) OS=Homo sapiens GN=HNRNPA1 PE=1 SV=1,-0.12769235051613956
F8VTV8,CDK4,"67080,91051,108886,","90643.0,96624.0,79793.0,","87454,71974,90062,","80860.0,83449.0,89251.0,",0.6931537902040108,0.9996235326,0.4751791884402434,0.9229515814,89005.66666666667,83163.33333333333,89020.0,84520.0,0.9343599845702708,0.9494495618962032,Cyclin-dependent kinase 4 OS=Homo sapiens GN=CDK4 PE=1 SV=1,-0.07483673351732847
F8VU40,PRR13,"2831,2828,5850,","3825.0,3001.0,4287.0,","4284,4489,3573,","3961.0,5204.0,3540.0,",0.8114262106587189,0.9996235326,0.4472515651990675,0.9191324526,3836.3333333333335,4115.333333333333,3704.3333333333335,4235.0,1.072725692935963,1.143255646540088,Proline-rich protein 13 OS=Homo sapiens GN=PRR13 PE=4 SV=1,0.19314804463384747
F8VU44,NUDT14,"114066,142411,202455,","154137.0,151130.0,148364.0,","165755,130083,153983,","153258.0,150824.0,152599.0,",0.9216076146029022,0.9996235326,0.6186243177166779,0.9414238802,152977.33333333334,149940.33333333334,151210.33333333334,152227.0,0.9801473856693368,1.0067235263903922,Uridine diphosphate glucose pyrophosphatase OS=Homo sapiens GN=NUDT14 PE=1 SV=1,0.009667534516125306
